iter	Logloss
211	0.2913506663
212	0.2905262776
213	0.2890555376
214	0.2877133413
215	0.2862025937
216	0.2853918841
217	0.28447733
218	0.2834774592
219	0.2823827284
220	0.2813652855
221	0.2807252556
222	0.2799333762
223	0.2788425023
224	0.2780704788
225	0.2772412599
226	0.2761978792
227	0.275128638
228	0.2743784441
229	0.273602028
230	0.2728484762
231	0.2720589226
232	0.2708405467
233	0.2700315515
234	0.2690943975
235	0.2685098228
236	0.2676624805
237	0.2665389347
238	0.2656003909
239	0.2649084485
240	0.2639482015
241	0.2630931311
242	0.2623596186
243	0.2614463168
244	0.2606593001
245	0.2595851117
246	0.2587774727
247	0.2579584561
248	0.2570695873
249	0.2563661835
250	0.2556061293
251	0.2547141184
252	0.2540293131
253	0.2531560033
254	0.252364696
255	0.2517628271
256	0.250776982
257	0.2497661082
258	0.2486621736
259	0.2479035036
260	0.2474381949
261	0.2464335943
262	0.2455379656
263	0.2448076094
264	0.2440005047
265	0.2432379162
266	0.2424909507
267	0.2418462327
268	0.2410864069
269	0.2404057378
270	0.2397043259
271	0.2387370246
272	0.2381522275
273	0.237579799
274	0.2368242009
275	0.2358557468
276	0.2351912215
277	0.2345256892
278	0.2336500891
279	0.2330052691
280	0.232415203
281	0.2315733595
282	0.2308894806
283	0.2300066945
284	0.2291528575
285	0.2283804713
286	0.2278775349
287	0.2273291983
288	0.2265991789
289	0.2255750874
290	0.2248761517
291	0.2241725278
292	0.2232584521
293	0.222751121
294	0.2220369002
295	0.2214559145
296	0.220930929
297	0.2201186278
298	0.2194655407
299	0.2187497908
300	0.218232393
301	0.2176364655
302	0.2163810585
303	0.2157675721
304	0.2147866848
305	0.2142153796
306	0.2136872023
307	0.2129862724
308	0.2124518335
309	0.2120125625
310	0.2113480139
311	0.2108121678
312	0.2100480507
313	0.2090778635
314	0.2086364261
315	0.2080098508
316	0.2073332806
317	0.2068250446
318	0.2061268907
319	0.2056521668
320	0.2051365835
321	0.2048028992
322	0.2042572108
323	0.203773096
324	0.2031640695
325	0.2024870446
326	0.2020286976
327	0.2013647033
328	0.2009790689
329	0.2005139306
330	0.1996936479
331	0.1992815438
332	0.1987641512
333	0.1983527336
334	0.1976966723
335	0.1969880442
336	0.1963016841
337	0.1957039753
338	0.195151697
339	0.1944710137
340	0.1938829708
341	0.1932998309
342	0.1929010361
343	0.1925223378
344	0.1920367703
345	0.1914910146
346	0.1909432676
347	0.1904282998
348	0.1902219231
349	0.1897532268
350	0.1893447866
351	0.1890110437
352	0.1885078298
353	0.1879654082
354	0.1871457242
355	0.1867447873
356	0.1862173945
357	0.1856694276
358	0.1852406905
359	0.1846196341
360	0.1841218442
361	0.183521213
362	0.1829977501
363	0.1824833532
364	0.1819039753
365	0.1813073939
366	0.1807842382
367	0.1802614742
368	0.1798284569
369	0.1792102838
370	0.178717957
371	0.1783123201
372	0.1779197572
373	0.1774702959
374	0.1769149228
375	0.1765861982
376	0.1760696578
377	0.1756012573
378	0.1749008845
379	0.1745030538
380	0.1739681607
381	0.1736460281
382	0.1732656433
383	0.1727751912
384	0.1720777108
385	0.1715070932
386	0.1710607155
387	0.1704204329
388	0.1698321954
389	0.1693823592
390	0.1690683001
391	0.1687272276
392	0.1683046941
393	0.1680028944
394	0.1676526633
395	0.1673356045
396	0.1667969153
397	0.166471793
398	0.1659379545
399	0.1655632791
400	0.1650735452
401	0.1646209732
402	0.1639643136
403	0.1633641451
404	0.163046949
405	0.1627025354
406	0.1622523049
407	0.1620575883
408	0.1617743887
409	0.1613267488
410	0.1607688435
411	0.1603550926
412	0.1599502781
413	0.1595566973
414	0.1591387261
415	0.1588775406
416	0.1584053149
417	0.1580951316
418	0.1576347992
419	0.1572098633
420	0.1568363955
421	0.1566305169
422	0.1561142492
423	0.1554592505
424	0.1550553619
425	0.1546921984
426	0.1543550219
427	0.1540633276
428	0.1536010622
429	0.1531547204
430	0.152887336
431	0.1525116021
432	0.1521406987
433	0.1518065545
434	0.1514705337
435	0.1510037911
436	0.1506551644
437	0.1503006306
438	0.1498151837
439	0.1494317795
440	0.1489404609
441	0.1487724703
442	0.1482252335
443	0.1479240437
444	0.1475715519
445	0.1472446507
446	0.1468508226
447	0.1463681504
448	0.1459244144
449	0.1454666578
450	0.1452253944
451	0.1447454245
452	0.1443575124
453	0.1440487001
454	0.1437096968
455	0.1433498757
456	0.142834792
457	0.1424331105
458	0.14214596
459	0.141883722
460	0.1414963322
461	0.1411971968
462	0.1406787622
463	0.1402929107
464	0.1400085478
465	0.1397100413
466	0.1393754425
467	0.1390751553
468	0.1387240005
469	0.1383313985
470	0.1380202272
471	0.1376613796
472	0.1374191693
473	0.1370559049
474	0.1367912052
475	0.1365272865
476	0.1360708608
477	0.1357726181
478	0.1354860886
479	0.1353564242
480	0.1350126858
481	0.1347522794
482	0.1344125826
483	0.1341425706
484	0.1337606101
485	0.1334958535
486	0.1331075418
487	0.1328524174
488	0.1325183858
489	0.1321942851
490	0.1318337122
491	0.1314754708
492	0.1311696513
493	0.1308598142
494	0.1305069216
495	0.1301865297
496	0.1299072996
497	0.1295517214
498	0.1292724707
499	0.1288607392
500	0.1285443887
501	0.1283690476
502	0.1281331368
503	0.1278786302
504	0.1275365598
505	0.1273442094
506	0.1270380009
507	0.1266431159
508	0.1264801176
509	0.126218658
510	0.125933723
511	0.1256688913
512	0.1254600037
513	0.1250865646
514	0.1247282184
515	0.1245152368
516	0.1242805351
517	0.1239396717
518	0.1236480394
519	0.1233430795
520	0.1230351042
521	0.1227866593
522	0.1225251426
523	0.1222122283
524	0.1219898779
525	0.1214708011
526	0.1211931017
527	0.1208443467
528	0.1204889443
529	0.1202867869
530	0.1201066539
531	0.1198795507
532	0.1196838627
533	0.1193462016
534	0.1190252091
535	0.118775629
536	0.1185596911
537	0.1183186145
538	0.1181450575
539	0.1178605556
540	0.1176940195
541	0.1174101185
542	0.1172077906
543	0.1169797999
544	0.1167402284
545	0.1163539179
546	0.1160464547
547	0.1158290633
548	0.1155886304
549	0.1154042956
550	0.1151493389
551	0.1149098869
552	0.1146055672
553	0.1143154285
554	0.1139976777
555	0.1136885553
556	0.1133864027
557	0.1132694625
558	0.1129831348
559	0.112659586
560	0.1124049989
561	0.1121814294
562	0.1118877797
563	0.1117091951
564	0.1115153264
565	0.1113315153
566	0.110990921
567	0.1106865493
568	0.110500982
569	0.1101652835
570	0.1099607431
571	0.1096206699
572	0.1093293615
573	0.1090792908
574	0.1087791021
575	0.1085566582
576	0.1082434657
577	0.1080529989
578	0.1078106668
579	0.1076236768
580	0.1074082764
581	0.1071917305
582	0.1068987094
583	0.1067085805
584	0.1065224519
585	0.1063776306
586	0.10623297
587	0.1059749787
588	0.1057630932
589	0.1055318121
590	0.1052527949
591	0.105055082
592	0.1048491861
593	0.1046067919
594	0.1044944552
595	0.1042879671
596	0.1041076929
597	0.1039177328
598	0.1037260918
599	0.1034542277
600	0.1032722119
601	0.1031408162
602	0.1028715855
603	0.1026996618
604	0.1023960374
605	0.1021044378
606	0.1018494688
607	0.1016075965
608	0.1014789635
609	0.1012985422
610	0.1010961463
611	0.1008765072
612	0.100639043
613	0.1004097376
614	0.100214298
615	0.09994995571
616	0.09975149951
617	0.09955121952
618	0.09945831315
619	0.09931313455
620	0.09914327621
621	0.09898144033
622	0.09876728282
623	0.09852963548
624	0.09834271385
625	0.09811497331
626	0.09795706526
627	0.09779671337
628	0.09766785649
629	0.09744362103
630	0.09712069226
631	0.09700093515
632	0.09676528334
633	0.09660222053
634	0.09642823207
635	0.0962480075
636	0.09604553303
637	0.09579654272
638	0.09558425966
639	0.09535160395
640	0.0952006734
641	0.09503024246
642	0.09484066614
643	0.0945967353
644	0.09428756582
645	0.09406340401
646	0.09390384891
647	0.0937912454
648	0.09359051438
649	0.09347403164
650	0.09329772754
651	0.09309850459
652	0.09283950602
653	0.09269845652
654	0.09253848704
655	0.0922568771
656	0.09209303409
657	0.09188909339
658	0.09172205137
659	0.09149761352
660	0.09135069443
661	0.0911587842
662	0.09107745098
663	0.09090785575
664	0.09071041743
665	0.09057592851
666	0.09042374795
667	0.09022453899
668	0.08999845953
669	0.08981875156
670	0.08962732069
671	0.08941989444
672	0.0892354624
673	0.08902978527
674	0.08885026022
675	0.08866308439
676	0.08843376404
677	0.08829740643
678	0.08805491299
679	0.08791458466
680	0.08773428824
681	0.08754768522
682	0.0873849926
683	0.08722234512
684	0.08699123337
685	0.08672587269
686	0.08657202187
687	0.08637718278
688	0.08619342062
689	0.08599648672
690	0.0857785396
691	0.08561200253
692	0.08540170434
693	0.08532490727
694	0.08511244925
695	0.08494793629
696	0.08479650647
697	0.08463153069
698	0.08446902089
699	0.08431434694
700	0.08411092718
701	0.08397255926
702	0.08373352429
703	0.08360388578
704	0.08342866329
705	0.08327409372
706	0.08313909572
707	0.08300525625
708	0.08279305647
709	0.08264669703
710	0.08245630252
711	0.08235207375
712	0.08218621697
713	0.08212327561
714	0.08198579145
715	0.08179807098
716	0.08156895645
717	0.08145845205
718	0.0812817031
719	0.08108283733
720	0.08092477553
721	0.08077926233
722	0.08057724645
723	0.08044213335
724	0.08025518422
725	0.08016109084
726	0.08001439635
727	0.0799023881
728	0.07981741197
729	0.07957281331
730	0.07947382184
731	0.0793295889
732	0.07917302353
733	0.07905272022
734	0.07889009305
735	0.07871652038
736	0.07853294406
737	0.07836573115
738	0.07819318749
739	0.07800633915
740	0.07786815405
741	0.077749987
742	0.07761451954
743	0.07747617894
744	0.07732435507
745	0.07716200769
746	0.07697008166
747	0.07680412792
748	0.0766962153
749	0.07656506848
750	0.07637753069
751	0.07624879076
752	0.07610350941
753	0.07597102726
754	0.07587202783
755	0.07580798833
756	0.07563551046
757	0.07547687871
758	0.07532898213
759	0.07520793829
760	0.07503199572
761	0.07486882746
762	0.07471921378
763	0.0746167624
764	0.07450362132
765	0.07437063803
766	0.0742220525
767	0.07410818621
768	0.07403677458
769	0.07386822255
770	0.07373806916
771	0.07362856906
772	0.07347917817
773	0.07332762649
774	0.07317006781
775	0.07298684102
776	0.07283531245
777	0.07265430039
778	0.07250992095
779	0.07240712228
780	0.07225845236
781	0.07214500328
782	0.07194627911
783	0.07185194334
784	0.07171950091
785	0.07160399522
786	0.07149514427
787	0.07132687769
788	0.0711844013
789	0.07102988646
790	0.07093516112
791	0.07079612219
792	0.07066761312
793	0.07050285229
794	0.07036363152
795	0.07020537137
796	0.07003669188
797	0.0698885402
798	0.06973896327
799	0.06968125859
800	0.06954116745
801	0.06939508499
802	0.06930102598
803	0.06914714265
804	0.0690209303
805	0.06888424489
806	0.06878040869
807	0.06869563554
808	0.06854897658
809	0.06845563223
810	0.06833648168
811	0.06822207432
812	0.06809550784
813	0.06797845404
814	0.06786800555
815	0.06775420687
816	0.06765780792
817	0.06756025119
818	0.06745786984
819	0.06734862603
820	0.0672640392
821	0.06718726309
822	0.06705241163
823	0.06692600362
824	0.06675956161
825	0.06665679782
826	0.06651324032
827	0.06640674823
828	0.06632434832
829	0.06619844773
830	0.0660545656
831	0.06592793604
832	0.06586044415
833	0.06577278267
834	0.06565165117
835	0.0655822976
836	0.06545643024
837	0.06532682616
838	0.06517592907
839	0.06496620021
840	0.06482894708
841	0.06472026951
842	0.06454675801
843	0.06444306182
844	0.06434248721
845	0.06420880237
846	0.06412843664
847	0.0639738474
848	0.06380067408
849	0.06367583157
850	0.06354260355
851	0.06347978347
852	0.06334627056
853	0.06329294997
854	0.06318024128
855	0.06302178284
856	0.06293233151
857	0.06282019284
858	0.06268816513
859	0.06252870479
860	0.06240054454
861	0.06232013415
862	0.06217814453
863	0.06204665286
864	0.06196377239
865	0.06187747847
866	0.06177128974
867	0.06166520906
868	0.06160988332
869	0.06148575666
870	0.0613759097
871	0.06129629181
872	0.06125690009
873	0.06112932083
874	0.06098710571
875	0.06086898187
876	0.06071613056
877	0.06058378447
878	0.06046803085
879	0.0603402499
880	0.06023468908
881	0.06008633483
882	0.05999633484
883	0.05987005375
884	0.05977016584
885	0.05965016071
886	0.05957345395
887	0.05946029368
888	0.05934139849
889	0.05919958383
890	0.05912076122
891	0.05899310366
892	0.05888573523
893	0.05879433338
894	0.05870011226
895	0.05862528436
896	0.05847163156
897	0.05834412459
898	0.0582008009
899	0.05810962447
900	0.05803113588
901	0.05793731382
902	0.05785801593
903	0.05776862262
904	0.05759304056
905	0.05748967804
906	0.05739351655
907	0.05734172105
908	0.05726625007
909	0.05715884021
910	0.05704905694
911	0.05692076678
912	0.0568182257
913	0.05670807036
914	0.05658746268
915	0.05651346572
916	0.05643492008
917	0.05630137722
918	0.0562123071
919	0.05605230676
920	0.05590157154
921	0.05577762319
922	0.05568840615
923	0.05559334569
924	0.05550517578
925	0.05541944672
926	0.05533949417
927	0.05520168362
928	0.05510294749
929	0.05500110307
930	0.05489680796
931	0.05479585425
932	0.05470293353
933	0.0545953039
934	0.05449341356
935	0.05440981796
936	0.05429733179
937	0.05421592793
938	0.05410512421
939	0.05399639643
940	0.0538983083
941	0.05385526073
942	0.05369509428
943	0.05356727514
944	0.05347327686
945	0.05338444093
946	0.05330578898
947	0.05319117294
948	0.05310769938
949	0.053026422
950	0.05293146918
951	0.05287099154
952	0.05275366339
953	0.0526452999
954	0.05252957988
955	0.05242515191
956	0.05232656121
957	0.05220641627
958	0.05210673559
959	0.05197741126
960	0.05190695749
961	0.05180830428
962	0.05172303219
963	0.05165497838
964	0.05155753195
965	0.05146091497
966	0.05136003499
967	0.05130821787
968	0.05121776105
969	0.05111335566
970	0.05103090329
971	0.05095360423
972	0.05086678302
973	0.05077446122
974	0.05066113264
975	0.05058440649
976	0.05052425659
977	0.05043273841
978	0.05032769985
979	0.0502308678
980	0.05012634605
981	0.05006045963
982	0.04996884025
983	0.04986210595
984	0.04975250759
985	0.0496714785
986	0.04958548379
987	0.04952392704
988	0.04942540982
989	0.0493495125
990	0.04927464658
991	0.0492023897
992	0.04910966374
993	0.04901164011
994	0.04894833953
995	0.04882629013
996	0.04875184313
997	0.04867482374
998	0.04856278713
999	0.04845035817
